ilosc,nazwaUczelni,nazwaKierunku,nazwaStopnia
127,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Inżynieria środowiska,Studia drugiego stopnia
127,POLITECHNIKA POZNAŃSKA                                                                                                                                                                                                                                         ,Mechanika i budowa maszyn,Studia pierwszego stopnia
127,POLITECHNIKA RZESZOWSKA IM. IGNACEGO ŁUKASIEWICZA                                                                                                                                                                                                              ,Zarządzanie,Studia pierwszego stopnia
127,ŚLĄSKI UNIWERSYTET MEDYCZNY W KATOWICACH                                                                                                                                                                                                                       ,Kierunek lekarsko-dentystyczny,Studia magisterskie jednolite
127,WOJSKOWA AKADEMIA TECHNICZNA IM. JAROSŁAWA DĄBROWSKIEGO W WARSZAWIE                                                                                                                                                                                            ,Budownictwo,Studia pierwszego stopnia
127,WOJSKOWA AKADEMIA TECHNICZNA IM. JAROSŁAWA DĄBROWSKIEGO W WARSZAWIE                                                                                                                                                                                            ,Budownictwo,Studia pierwszego stopnia
127,WYŻSZA SZKOŁA BANKOWA W GDAŃSKU                                                                                                                                                                                                                                ,Psychologia w biznesie,Studia pierwszego stopnia
127,WYŻSZA SZKOŁA BANKOWA W POZNANIU                                                                                                                                                                                                                               ,Informatyka,Studia pierwszego stopnia
128,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Elektrotechnika,Studia drugiego stopnia
128,KUJAWSKA SZKOŁA WYŻSZA WE WŁOCŁAWKU                                                                                                                                                                                                                            ,Pielęgniarstwo,Studia drugiego stopnia
128,UNIWERSYTET KARDYNAŁA STEFANA WYSZYŃSKIEGO W WARSZAWIE                                                                                                                                                                                                         ,Pedagogika,Studia drugiego stopnia
128,UNIWERSYTET KARDYNAŁA STEFANA WYSZYŃSKIEGO W WARSZAWIE                                                                                                                                                                                                         ,Pedagogika,Studia drugiego stopnia
128,UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU                                                                                                                                                                                                                       ,Pedagogika,Studia drugiego stopnia
128,UNIWERSYTET RZESZOWSKI                                                                                                                                                                                                                                         ,Wychowanie fizyczne,Studia drugiego stopnia
128,WYŻSZA SZKOŁA MENEDŻERSKA W WARSZAWIE                                                                                                                                                                                                                          ,Administracja,Studia drugiego stopnia
128,WYŻSZA SZKOŁA MENEDŻERSKA W WARSZAWIE                                                                                                                                                                                                                          ,Administracja,Studia drugiego stopnia
128,"WYŻSZA SZKOŁA ZARZĄDZANIA ""EDUKACJA"" WE WROCŁAWIU                                                                                                                                                                                                              ",Pedagogika,Studia drugiego stopnia
129,AKADEMIA WOJSK LĄDOWYCH IM. GEN. TADEUSZA KOŚCIUSZKI WE WROCŁAWIU                                                                                                                                                                                              ,Bezpieczeństwo narodowe,Studia drugiego stopnia
129,KUJAWSKO-POMORSKA SZKOŁA WYŻSZA W BYDGOSZCZY                                                                                                                                                                                                                   ,Pedagogika,Studia drugiego stopnia
129,POLITECHNIKA CZĘSTOCHOWSKA                                                                                                                                                                                                                                     ,Finanse i rachunkowość,Studia drugiego stopnia
129,POLITECHNIKA ŚLĄSKA W GLIWICACH                                                                                                                                                                                                                                ,Energetyka,Studia pierwszego stopnia
129,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Administracja,Studia drugiego stopnia
129,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Architektura,Studia pierwszego stopnia
129,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Administracja,Studia drugiego stopnia
129,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Architektura,Studia pierwszego stopnia
129,ŚLĄSKI UNIWERSYTET MEDYCZNY W KATOWICACH                                                                                                                                                                                                                       ,Dietetyka,Studia pierwszego stopnia
129,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Filologia polska,Studia pierwszego stopnia
129,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Ekonomia,Studia pierwszego stopnia
129,"WYŻSZA SZKOŁA BEZPIECZEŃSTWA PUBLICZNEGO I INDYWIDUALNEGO ""APEIRON"" W KRAKOWIE                                                                                                                                                                                 ",Bezpieczeństwo wewnętrzne,Studia pierwszego stopnia
129,WYŻSZA SZKOŁA BIZNESU - NATIONAL-LOUIS UNIVERSITY W NOWYM SĄCZU                                                                                                                                                                                                ,Zarządzanie,Studia drugiego stopnia
130,POLITECHNIKA POZNAŃSKA                                                                                                                                                                                                                                         ,Technologia chemiczna,Studia pierwszego stopnia
130,UNIWERSYTET JAGIELLOŃSKI W KRAKOWIE                                                                                                                                                                                                                            ,Studia azjatyckie,Studia pierwszego stopnia
130,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH                                                                                                                                                                                                             ,Zarządzanie,Studia drugiego stopnia
130,UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH                                                                                                                                                                                                             ,Zarządzanie,Studia drugiego stopnia
131,EUROPEJSKA UCZELNIA W WARSZAWIE                                                                                                                                                                                                                                ,Zarządzanie,Studia drugiego stopnia
131,EUROPEJSKA UCZELNIA W WARSZAWIE                                                                                                                                                                                                                                ,Zarządzanie,Studia drugiego stopnia
131,GDAŃSKA WYŻSZA SZKOŁA HUMANISTYCZNA                                                                                                                                                                                                                            ,Pedagogika,Studia drugiego stopnia
131,POLITECHNIKA GDAŃSKA                                                                                                                                                                                                                                           ,Budownictwo,Studia drugiego stopnia
131,POLITECHNIKA OPOLSKA                                                                                                                                                                                                                                           ,Informatyka,Studia pierwszego stopnia
131,UNIWERSYTET JAGIELLOŃSKI W KRAKOWIE                                                                                                                                                                                                                            ,Ekonomia,Studia drugiego stopnia
131,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Filologia,Studia pierwszego stopnia
131,UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ W LUBLINIE                                                                                                                                                                                                                ,Psychologia,Studia magisterskie jednolite
131,UNIWERSYTET MEDYCZNY W ŁODZI                                                                                                                                                                                                                                   ,Pielęgniarstwo,Studia pierwszego stopnia
131,ZACHODNIOPOMORSKI UNIWERSYTET TECHNOLOGICZNY W SZCZECINIE                                                                                                                                                                                                      ,Informatyka,Studia pierwszego stopnia
132,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO                                                                                                                                                                                                           ,Pielęgniarstwo,Studia drugiego stopnia
132,POLITECHNIKA GDAŃSKA                                                                                                                                                                                                                                           ,Zarządzanie,Studia drugiego stopnia
132,POLITECHNIKA POZNAŃSKA                                                                                                                                                                                                                                         ,Zarządzanie i inżynieria produkcji,Studia pierwszego stopnia
132,POLITECHNIKA WROCŁAWSKA                                                                                                                                                                                                                                        ,Inżynieria środowiska,Studia drugiego stopnia
132,ŚLĄSKI UNIWERSYTET MEDYCZNY W KATOWICACH                                                                                                                                                                                                                       ,Pielęgniarstwo,Studia drugiego stopnia
132,UNIWERSYTET EKONOMICZNY W KATOWICACH                                                                                                                                                                                                                           ,Ekonomia,Studia pierwszego stopnia
132,WYŻSZA SZKOŁA INFORMATYKI I ZARZĄDZANIA W RZESZOWIE                                                                                                                                                                                                            ,Zarządzanie,Studia drugiego stopnia
132,WYŻSZA SZKOŁA MEDYCZNA W KŁODZKU                                                                                                                                                                                                                               ,Pielęgniarstwo,Studia drugiego stopnia
133,AKADEMIA LEONA KOŹMIŃSKIEGO W WARSZAWIE                                                                                                                                                                                                                        ,Prawo,Studia magisterskie jednolite
133,AKADEMIA LEONA KOŹMIŃSKIEGO W WARSZAWIE                                                                                                                                                                                                                        ,Prawo,Studia magisterskie jednolite
133,UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU                                                                                                                                                                                                                       ,Zarządzanie,Studia drugiego stopnia
133,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE                                                                                                                                                                                                           ,Leśnictwo,Studia drugiego stopnia
133,UNIWERSYTET ŚLĄSKI W KATOWICACH                                                                                                                                                                                                                                ,Administracja,Studia drugiego stopnia
133,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Ekonomia,Studia drugiego stopnia
134,PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W TARNOWIE                                                                                                                                                                                                                    ,Administracja,Studia pierwszego stopnia
134,POLITECHNIKA BIAŁOSTOCKA                                                                                                                                                                                                                                       ,Informatyka,Studia pierwszego stopnia
134,POLSKO-JAPOŃSKA AKADEMIA TECHNIK KOMPUTEROWYCH W WARSZAWIE                                                                                                                                                                                                     ,Informatyka,Studia drugiego stopnia
134,POLSKO-JAPOŃSKA AKADEMIA TECHNIK KOMPUTEROWYCH W WARSZAWIE                                                                                                                                                                                                     ,Informatyka,Studia drugiego stopnia
134,UNIWERSYTET EKONOMICZNY W KATOWICACH                                                                                                                                                                                                                           ,Logistyka,Studia drugiego stopnia
134,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Administracja,Studia drugiego stopnia
134,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE                                                                                                                                                                                                           ,Geodezja i kartografia,Studia drugiego stopnia
134,WYŻSZA SZKOŁA BIZNESU - NATIONAL-LOUIS UNIVERSITY W NOWYM SĄCZU                                                                                                                                                                                                ,Zarządzanie,Studia pierwszego stopnia
135,AKADEMIA PEDAGOGIKI SPECJALNEJ IM. MARII GRZEGORZEWSKIEJ W WARSZAWIE                                                                                                                                                                                           ,Psychologia,Studia magisterskie jednolite
135,AKADEMIA PEDAGOGIKI SPECJALNEJ IM. MARII GRZEGORZEWSKIEJ W WARSZAWIE                                                                                                                                                                                           ,Psychologia,Studia magisterskie jednolite
135,POLITECHNIKA RZESZOWSKA IM. IGNACEGO ŁUKASIEWICZA                                                                                                                                                                                                              ,Zarządzanie i inżynieria produkcji,Studia drugiego stopnia
135,SZKOŁA WYŻSZA IM. PAWŁA WŁODKOWICA W PŁOCKU                                                                                                                                                                                                                    ,Pedagogika,Studia pierwszego stopnia
135,SZKOŁA WYŻSZA IM. PAWŁA WŁODKOWICA W PŁOCKU                                                                                                                                                                                                                    ,Pedagogika,Studia pierwszego stopnia
135,UNIWERSYTET GDAŃSKI                                                                                                                                                                                                                                            ,Kryminologia,Studia pierwszego stopnia
135,UNIWERSYTET WARMIŃSKO-MAZURSKI W OLSZTYNIE                                                                                                                                                                                                                     ,Informatyka,Studia pierwszego stopnia
135,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Pedagogika nauczycielska,Studia drugiego stopnia
135,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Pedagogika nauczycielska,Studia drugiego stopnia
135,WYŻSZA SZKOŁA ZARZĄDZANIA I ADMINISTRACJI W OPOLU                                                                                                                                                                                                              ,Zarządzanie,Studia drugiego stopnia
136,AKADEMIA WYCHOWANIA FIZYCZNEGO I SPORTU IM. JĘDRZEJA ŚNIADECKIEGO W GDAŃSKU                                                                                                                                                                                    ,Wychowanie fizyczne,Studia drugiego stopnia
136,POLITECHNIKA KRAKOWSKA IM. TADEUSZA KOŚCIUSZKI                                                                                                                                                                                                                 ,Informatyka,Studia pierwszego stopnia
136,POLITECHNIKA RZESZOWSKA IM. IGNACEGO ŁUKASIEWICZA                                                                                                                                                                                                              ,Bezpieczeństwo wewnętrzne,Studia drugiego stopnia
136,UNIWERSYTET EKONOMICZNY WE WROCŁAWIU                                                                                                                                                                                                                           ,Ekonomia,Studia pierwszego stopnia
136,UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU                                                                                                                                                                                                                   ,Pedagogika specjalna,Studia pierwszego stopnia
136,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Ekonomia,Studia pierwszego stopnia
136,UNIWERSYTET PRZYRODNICZY W LUBLINIE                                                                                                                                                                                                                            ,Weterynaria,Studia magisterskie jednolite
136,WYŻSZA SZKOŁA ZARZĄDZANIA W CZĘSTOCHOWIE                                                                                                                                                                                                                       ,Pielęgniarstwo,Studia drugiego stopnia
137,AKADEMIA WYCHOWANIA FIZYCZNEGO IM. BRONISŁAWA CZECHA W KRAKOWIE                                                                                                                                                                                                ,Wychowanie fizyczne,Studia pierwszego stopnia
137,POLITECHNIKA GDAŃSKA                                                                                                                                                                                                                                           ,Architektura,Studia drugiego stopnia
137,SPOŁECZNA AKADEMIA NAUK W ŁODZI                                                                                                                                                                                                                                ,Finanse i rachunkowość,Studia pierwszego stopnia
137,UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ W LUBLINIE                                                                                                                                                                                                                ,Ekonomia,Studia pierwszego stopnia
137,WYŻSZA SZKOŁA HOTELARSTWA I GASTRONOMII W POZNANIU                                                                                                                                                                                                             ,Turystyka i rekreacja,Studia pierwszego stopnia
138,POLITECHNIKA OPOLSKA                                                                                                                                                                                                                                           ,Fizjoterapia,Studia drugiego stopnia
138,SPOŁECZNA AKADEMIA NAUK W ŁODZI                                                                                                                                                                                                                                ,Filologia,Studia pierwszego stopnia
138,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Psychologia,Studia magisterskie jednolite
138,UNIWERSYTET PAPIESKI JANA PAWŁA II W KRAKOWIE                                                                                                                                                                                                                  ,Teologia,Studia magisterskie jednolite
138,UNIWERSYTET SZCZECIŃSKI                                                                                                                                                                                                                                        ,Finanse i rachunkowość,Studia pierwszego stopnia
138,UNIWERSYTET W BIAŁYMSTOKU                                                                                                                                                                                                                                      ,Filologia,Studia pierwszego stopnia
139,AKADEMIA WSB W DĄBROWIE GÓRNICZEJ                                                                                                                                                                                                                              ,Bezpieczeństwo narodowe,Studia pierwszego stopnia
139,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO                                                                                                                                                                                                           ,Kosmetologia,Studia pierwszego stopnia
139,UNIWERSYTET JAGIELLOŃSKI W KRAKOWIE                                                                                                                                                                                                                            ,Administracja,Studia pierwszego stopnia
139,UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ W LUBLINIE                                                                                                                                                                                                                ,Pedagogika,Studia pierwszego stopnia
139,UNIWERSYTET RZESZOWSKI                                                                                                                                                                                                                                         ,Filologia,Studia drugiego stopnia
139,UNIWERSYTET RZESZOWSKI                                                                                                                                                                                                                                         ,Fizjoterapia,Studia drugiego stopnia
139,UNIWERSYTET W BIAŁYMSTOKU                                                                                                                                                                                                                                      ,Ekonomia,Studia drugiego stopnia
139,WARSZAWSKI UNIWERSYTET MEDYCZNY                                                                                                                                                                                                                                ,Pielęgniarstwo,Studia drugiego stopnia
139,WARSZAWSKI UNIWERSYTET MEDYCZNY                                                                                                                                                                                                                                ,Pielęgniarstwo,Studia drugiego stopnia
140,POLITECHNIKA GDAŃSKA                                                                                                                                                                                                                                           ,Architektura,Studia pierwszego stopnia
140,POLITECHNIKA POZNAŃSKA                                                                                                                                                                                                                                         ,Logistyka,Studia pierwszego stopnia
140,POLITECHNIKA ŚLĄSKA W GLIWICACH                                                                                                                                                                                                                                ,Logistyka,Studia pierwszego stopnia
140,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Administracja,Studia pierwszego stopnia
140,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Dziennikarstwo i medioznawstwo,Studia drugiego stopnia
140,UNIWERSYTET WARSZAWSKI                                                                                                                                                                                                                                         ,Dziennikarstwo i medioznawstwo,Studia drugiego stopnia
140,WYŻSZA SZKOŁA BANKOWA WE WROCŁAWIU                                                                                                                                                                                                                             ,Turystyka i rekreacja,Studia pierwszego stopnia
141,POLITECHNIKA ŚWIĘTOKRZYSKA W KIELCACH                                                                                                                                                                                                                          ,Informatyka,Studia pierwszego stopnia
141,UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ W LUBLINIE                                                                                                                                                                                                                ,Bezpieczeństwo wewnętrzne,Studia drugiego stopnia
142,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Energetyka,Studia pierwszego stopnia
142,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Górnictwo i geologia,Studia drugiego stopnia
142,KOLEGIUM JAGIELLOŃSKIE - TORUŃSKA SZKOŁA WYŻSZA                                                                                                                                                                                                                ,Pedagogika,Studia drugiego stopnia
142,UNIWERSYTET EKONOMICZNY WE WROCŁAWIU                                                                                                                                                                                                                           ,Logistyka,Studia pierwszego stopnia
142,UNIWERSYTET WARMIŃSKO-MAZURSKI W OLSZTYNIE                                                                                                                                                                                                                     ,Administracja,Studia pierwszego stopnia
142,WYŻSZA SZKOŁA BANKOWA W TORUNIU                                                                                                                                                                                                                                ,Zarządzanie,Studia pierwszego stopnia
143,MIĘDZYNARODOWA WYŻSZA SZKOŁA LOGISTYKI I TRANSPORTU WE WROCŁAWIU                                                                                                                                                                                               ,Logistyka,Studia drugiego stopnia
143,SZKOŁA GŁÓWNA GOSPODARSTWA WIEJSKIEGO W WARSZAWIE                                                                                                                                                                                                              ,Żywienie człowieka i ocena żywności,Studia pierwszego stopnia
143,SZKOŁA GŁÓWNA GOSPODARSTWA WIEJSKIEGO W WARSZAWIE                                                                                                                                                                                                              ,Żywienie człowieka i ocena żywności,Studia pierwszego stopnia
143,UNIWERSYTET ROLNICZY IM. HUGONA KOŁŁĄTAJA W KRAKOWIE                                                                                                                                                                                                           ,Technologia żywności i żywienie człowieka,Studia drugiego stopnia
143,WYŻSZA SZKOŁA BANKOWA W TORUNIU                                                                                                                                                                                                                                ,Inżynieria zarządzania,Studia pierwszego stopnia
144,AKADEMIA WYCHOWANIA FIZYCZNEGO WE WROCŁAWIU                                                                                                                                                                                                                    ,Wychowanie fizyczne,Studia pierwszego stopnia
144,AKADEMIA WYCHOWANIA FIZYCZNEGO WE WROCŁAWIU                                                                                                                                                                                                                    ,Fizjoterapia,Studia drugiego stopnia
144,POLITECHNIKA GDAŃSKA                                                                                                                                                                                                                                           ,Informatyka,Studia drugiego stopnia
144,UNIWERSYTET JAGIELLOŃSKI W KRAKOWIE                                                                                                                                                                                                                            ,Zarządzanie,Studia pierwszego stopnia
144,UNIWERSYTET KAZIMIERZA WIELKIEGO W BYDGOSZCZY                                                                                                                                                                                                                  ,Pedagogika,Studia drugiego stopnia
144,UNIWERSYTET ŁÓDZKI                                                                                                                                                                                                                                             ,Finanse i rachunkowość,Studia drugiego stopnia
145,AKADEMIA WYCHOWANIA FIZYCZNEGO IM. BRONISŁAWA CZECHA W KRAKOWIE                                                                                                                                                                                                ,Fizjoterapia,Studia drugiego stopnia
145,AKADEMIA WYCHOWANIA FIZYCZNEGO IM. BRONISŁAWA CZECHA W KRAKOWIE                                                                                                                                                                                                ,Turystyka i rekreacja,Studia pierwszego stopnia
145,SPOŁECZNA AKADEMIA NAUK W ŁODZI                                                                                                                                                                                                                                ,Bezpieczeństwo narodowe,Studia pierwszego stopnia
145,UCZELNIA TECHNICZNO-HANDLOWA IM. HELENY CHODKOWSKIEJ W WARSZAWIE                                                                                                                                                                                               ,Bezpieczeństwo wewnętrzne,Studia drugiego stopnia
145,UCZELNIA TECHNICZNO-HANDLOWA IM. HELENY CHODKOWSKIEJ W WARSZAWIE                                                                                                                                                                                               ,Bezpieczeństwo wewnętrzne,Studia drugiego stopnia
145,UNIWERSYTET MARII CURIE-SKŁODOWSKIEJ W LUBLINIE                                                                                                                                                                                                                ,Administracja,Studia pierwszego stopnia
145,UNIWERSYTET WROCŁAWSKI                                                                                                                                                                                                                                         ,Psychologia,Studia magisterskie jednolite
146,AKADEMIA HUMANISTYCZNO-EKONOMICZNA W ŁODZI                                                                                                                                                                                                                     ,Pedagogika,Studia pierwszego stopnia
146,AKADEMIA WYCHOWANIA FIZYCZNEGO WE WROCŁAWIU                                                                                                                                                                                                                    ,Sport,Studia drugiego stopnia
146,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Inżynieria środowiska,Studia drugiego stopnia
146,POLITECHNIKA WARSZAWSKA                                                                                                                                                                                                                                        ,Inżynieria środowiska,Studia drugiego stopnia
146,UNIWERSYTET EKONOMICZNY W KRAKOWIE                                                                                                                                                                                                                             ,Ekonomia,Studia drugiego stopnia
146,UNIWERSYTET MEDYCZNY IM. KAROLA MARCINKOWSKIEGO W POZNANIU                                                                                                                                                                                                     ,Pielęgniarstwo,Studia drugiego stopnia
146,UNIWERSYTET PEDAGOGICZNY IM. KOMISJI EDUKACJI NARODOWEJ W KRAKOWIE                                                                                                                                                                                             ,Pedagogika przedszkolna i wczesnoszkolna,Studia drugiego stopnia
146,UNIWERSYTET RZESZOWSKI                                                                                                                                                                                                                                         ,Administracja,Studia drugiego stopnia
146,UNIWERSYTET WARMIŃSKO-MAZURSKI W OLSZTYNIE                                                                                                                                                                                                                     ,Zarządzanie,Studia pierwszego stopnia
146,UNIWERSYTET ZIELONOGÓRSKI                                                                                                                                                                                                                                      ,Logistyka,Studia pierwszego stopnia
146,WYŻSZA SZKOŁA UMIEJĘTNOŚCI SPOŁECZNYCH IM. PROF. MICHAŁA IWASZKIEWICZA W POZNANIU                                                                                                                                                                              ,Dziennikarstwo i komunikacja społeczna,Studia drugiego stopnia
147,AKADEMIA GÓRNICZO-HUTNICZA IM. STANISŁAWA STASZICA W KRAKOWIE                                                                                                                                                                                                  ,Zarządzanie,Studia drugiego stopnia
